Customer ID,Count,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
0305-SQECB,1,Q3,4,Stayed,No,0,67,4265,,
0306-JAELE,1,Q3,1,Churned,Yes,1,66,4192,Competitor,Competitor made better offer
0307-BCOPK,1,Q3,5,Stayed,No,0,60,4336,,
0308-GIQJT,1,Q3,4,Stayed,No,0,54,4921,,
0308-IVGOK,1,Q3,5,Stayed,No,0,62,2133,,
0310-MVLET,1,Q3,3,Churned,Yes,1,77,5612,Dissatisfaction,Service dissatisfaction
0310-SUCIN,1,Q3,3,Stayed,No,0,28,5643,,
0310-VQXAM,1,Q3,3,Stayed,No,0,63,2788,,
0311-QYWSS,1,Q3,3,Stayed,No,0,60,3672,,
0311-UNPFF,1,Q3,2,Churned,Yes,1,82,4910,Dissatisfaction,Service dissatisfaction
0314-TKOSI,1,Q3,4,Stayed,No,0,42,5377,,
0315-LVCRK,1,Q3,4,Stayed,No,0,60,4924,,
0318-QUUOB,1,Q3,1,Churned,Yes,1,91,4273,Competitor,Competitor had better devices
0318-ZOPWS,1,Q3,5,Stayed,No,0,37,5422,,
0319-QZTCO,1,Q3,3,Joined,No,0,52,3654,,
0320-DWVTU,1,Q3,3,Stayed,No,0,23,4754,,
0320-JDNQG,1,Q3,1,Churned,Yes,1,83,3425,Other,Don't know
0322-CHQRU,1,Q3,1,Churned,Yes,1,81,3478,Competitor,Competitor had better devices
0322-YINQP,1,Q3,1,Churned,Yes,1,77,5687,Attitude,Attitude of support person
0323-XWWTN,1,Q3,5,Joined,No,0,77,4315,,
0324-BRPCJ,1,Q3,1,Churned,Yes,1,70,4481,Competitor,Competitor offered more data
0325-XBFAC,1,Q3,1,Churned,Yes,1,94,5811,Competitor,Competitor offered more data
0326-VDYXE,1,Q3,4,Stayed,No,0,35,4252,,
0327-WFZSY,1,Q3,3,Stayed,No,0,64,5434,,
0328-GRPMV,1,Q3,1,Churned,Yes,1,84,3706,Competitor,Competitor had better devices
0329-GTIAJ,1,Q3,3,Churned,Yes,1,86,4330,Price,Price too high
0330-BGYZE,1,Q3,5,Stayed,No,0,54,4968,,
0330-IVZHA,1,Q3,2,Churned,Yes,1,81,2969,Attitude,Attitude of service provider
0334-GDDSO,1,Q3,1,Churned,Yes,1,73,2818,Competitor,Competitor made better offer
0334-ZFJSR,1,Q3,4,Stayed,No,0,68,5501,,
0336-KXKFK,1,Q3,3,Stayed,No,0,38,4085,,
0336-PIKEI,1,Q3,4,Stayed,No,0,58,5590,,
0337-CNPZE,1,Q3,2,Churned,Yes,1,85,5383,Price,Price too high
0343-QLUZP,1,Q3,3,Stayed,No,0,32,5544,,
0345-HKJVM,1,Q3,1,Churned,Yes,1,91,5800,Other,Don't know
0345-XMMUG,1,Q3,5,Stayed,No,0,45,5119,,
0347-UBKUZ,1,Q3,4,Stayed,No,0,29,3366,,
0348-SDKOL,1,Q3,2,Churned,Yes,1,96,4415,Competitor,Competitor made better offer
0354-VXMJC,1,Q3,5,Stayed,No,0,35,4617,,
0354-WYROK,1,Q3,2,Churned,Yes,1,91,4050,Other,Don't know
0356-ERHVT,1,Q3,5,Stayed,No,0,41,3880,,
0356-OBMAC,1,Q3,3,Stayed,No,0,45,5840,,
0357-NVCRI,1,Q3,5,Stayed,No,0,24,2192,,
0361-HJRDX,1,Q3,3,Stayed,No,0,40,4146,,
0362-RAOQO,1,Q3,4,Stayed,No,0,75,3878,,
0362-ZBZWJ,1,Q3,1,Churned,Yes,1,69,2455,Attitude,Attitude of service provider
0363-QJVFX,1,Q3,1,Churned,Yes,1,69,2541,Attitude,Attitude of service provider
0363-SVHYR,1,Q3,4,Stayed,No,0,60,6452,,
0365-BZUWY,1,Q3,5,Stayed,No,0,75,3803,,
0365-GXEZS,1,Q3,5,Stayed,No,0,79,2831,,
0365-TRTPY,1,Q3,3,Stayed,No,0,44,5135,,
0366-NQSHS,1,Q3,3,Joined,No,0,52,5863,,
0369-ZGOVK,1,Q3,3,Stayed,No,0,54,5195,,
0373-AIVNJ,1,Q3,3,Stayed,No,0,67,3755,,
0374-AACSZ,1,Q3,3,Joined,No,0,30,4421,,
0374-FIUCA,1,Q3,3,Stayed,No,0,80,5368,,
0374-IOEGQ,1,Q3,4,Joined,No,0,74,3122,,
0375-HVGXO,1,Q3,3,Churned,Yes,1,81,4476,Other,Don't know
0376-OIWME,1,Q3,4,Stayed,No,0,53,2701,,
0376-YMCJC,1,Q3,2,Churned,Yes,1,82,4359,Competitor,Competitor offered higher download speeds
0377-JBKKT,1,Q3,3,Stayed,No,0,41,5036,,
0378-CJKPV,1,Q3,4,Stayed,No,0,62,4272,,
0378-NHQXU,1,Q3,2,Churned,Yes,1,68,4041,Other,Deceased
0378-TOVMS,1,Q3,1,Churned,Yes,1,89,5641,Competitor,Competitor had better devices
0378-XSZPU,1,Q3,2,Churned,Yes,1,88,4026,Dissatisfaction,Network reliability
0379-DJQHR,1,Q3,3,Stayed,No,0,51,4219,,
0380-NEAVX,1,Q3,5,Stayed,No,0,71,5626,,
0380-ZCSBI,1,Q3,5,Stayed,No,0,66,2411,,
0383-CLDDA,1,Q3,3,Stayed,No,0,37,6499,,
0384-LPITE,1,Q3,3,Stayed,No,0,34,2290,,
0384-RVBPI,1,Q3,3,Stayed,No,0,80,2120,,
0386-CWRGM,1,Q3,4,Stayed,No,0,47,2320,,
0388-EOPEX,1,Q3,1,Churned,Yes,1,77,4263,Attitude,Attitude of support person
0390-DCFDQ,1,Q3,2,Churned,Yes,1,76,3964,Other,Don't know
0392-BZIUW,1,Q3,3,Stayed,No,0,70,5678,,
0394-YONDK,1,Q3,3,Stayed,No,0,39,5114,,
0396-HUJBP,1,Q3,3,Joined,No,0,43,3009,,
0396-UKGAI,1,Q3,4,Stayed,No,0,65,4028,,
0396-YCHWO,1,Q3,3,Stayed,No,0,44,5111,,
0397-GZBBC,1,Q3,2,Churned,Yes,1,85,5390,Price,Price too high
0397-ZXWQF,1,Q3,5,Stayed,No,0,45,4416,,
0401-WDBXM,1,Q3,3,Stayed,No,0,62,4331,,
0402-CQAJN,1,Q3,3,Churned,Yes,1,83,4437,Dissatisfaction,Lack of self-service on Website
0402-OAMEN,1,Q3,3,Stayed,No,0,64,5335,,
0404-AHASP,1,Q3,3,Stayed,No,0,36,6436,,
0404-SWRVG,1,Q3,1,Churned,Yes,1,76,4415,Dissatisfaction,Product dissatisfaction
0406-BPDVR,1,Q3,2,Churned,Yes,1,68,6405,Price,Lack of affordable download/upload speed
0407-BDJKB,1,Q3,2,Churned,Yes,1,88,4129,Dissatisfaction,Service dissatisfaction
0409-WTMPL,1,Q3,3,Stayed,No,0,55,4761,,
0410-IPFTY,1,Q3,3,Stayed,No,0,56,4283,,
0411-EZJZE,1,Q3,4,Joined,No,0,31,4830,,
0412-UCCNP,1,Q3,3,Stayed,No,0,33,5162,,
0415-MOSGF,1,Q3,2,Churned,Yes,1,76,3204,Attitude,Attitude of support person
0419-YAAPX,1,Q3,4,Stayed,No,0,71,4696,,
0420-BWTPW,1,Q3,2,Churned,Yes,1,78,5578,Attitude,Attitude of support person
0420-HLGXF,1,Q3,3,Stayed,No,0,58,3860,,
0420-TXVSG,1,Q3,3,Stayed,No,0,73,5933,,
0422-OHQHQ,1,Q3,5,Stayed,No,0,22,3009,,
0422-UXFAP,1,Q3,5,Stayed,No,0,43,6034,,
0423-UDIJQ,1,Q3,4,Stayed,No,0,22,2145,,
0426-TIRNE,1,Q3,3,Churned,Yes,1,90,5527,Dissatisfaction,Limited range of services
0428-AXXLJ,1,Q3,4,Stayed,No,0,36,4761,,
0428-IKYCP,1,Q3,4,Stayed,No,0,49,5233,,
0430-IHCDJ,1,Q3,3,Stayed,No,0,25,2597,,
0431-APWVY,1,Q3,3,Churned,Yes,1,91,5958,Other,Poor expertise of online support
0432-CAJZV,1,Q3,4,Joined,No,0,69,3953,,
0434-CSFON,1,Q3,3,Stayed,No,0,70,4488,,
0436-TWFFZ,1,Q3,4,Stayed,No,0,61,6322,,
0439-IFYUN,1,Q3,4,Stayed,No,0,62,3896,,
0440-EKDCF,1,Q3,5,Stayed,No,0,80,4404,,
0440-MOGPM,1,Q3,3,Stayed,No,0,29,4176,,
0440-QEXBZ,1,Q3,3,Stayed,No,0,42,5790,,
0440-UEDAI,1,Q3,4,Stayed,No,0,64,5452,,
0442-TDYUO,1,Q3,3,Stayed,No,0,28,2964,,
0442-ZXKVS,1,Q3,3,Stayed,No,0,45,4337,,
0447-BEMNG,1,Q3,1,Churned,Yes,1,65,4926,Price,Price too high
0447-RXSGD,1,Q3,3,Stayed,No,0,47,5207,,
0454-OKRCT,1,Q3,4,Stayed,No,0,80,5542,,
0455-ENTCR,1,Q3,4,Stayed,No,0,38,5012,,
0455-XFASS,1,Q3,3,Joined,No,0,59,5998,,
0458-HEUZG,1,Q3,3,Stayed,No,0,69,3239,,
0459-SPZHJ,1,Q3,4,Stayed,No,0,75,4652,,
0461-CVKMU,1,Q3,1,Churned,Yes,1,80,5737,Attitude,Attitude of support person
0463-TXOAK,1,Q3,3,Stayed,No,0,76,5662,,
0463-WZZKO,1,Q3,5,Joined,No,0,30,2406,,
0463-ZSDNT,1,Q3,5,Stayed,No,0,70,2037,,
0464-WJTKO,1,Q3,5,Stayed,No,0,30,4598,,
0468-YRPXN,1,Q3,5,Stayed,No,0,42,4580,,
0471-ARVMX,1,Q3,3,Stayed,No,0,68,5061,,
0471-LVHGK,1,Q3,2,Churned,Yes,1,86,2041,Competitor,Competitor offered higher download speeds
0475-RIJEP,1,Q3,1,Churned,Yes,1,91,5107,Price,Lack of affordable download/upload speed
0479-HMSWA,1,Q3,5,Stayed,No,0,62,5980,,
0480-BIXDE,1,Q3,5,Stayed,No,0,66,3249,,
0480-KYJVA,1,Q3,4,Stayed,No,0,26,5897,,
0481-SUMCB,1,Q3,4,Stayed,No,0,69,5391,,
0484-FFVBJ,1,Q3,5,Stayed,No,0,29,4895,,
0484-JPBRU,1,Q3,4,Stayed,No,0,40,3461,,
0485-ZBSLN,1,Q3,5,Stayed,No,0,39,6263,,
0486-HECZI,1,Q3,1,Churned,Yes,1,75,5154,Price,Long distance charges
0486-LGCCH,1,Q3,3,Stayed,No,0,33,3372,,
0487-CRLZF,1,Q3,5,Stayed,No,0,60,4517,,
0487-RPVUM,1,Q3,4,Stayed,No,0,44,5404,,
0487-VVUVK,1,Q3,4,Stayed,No,0,57,3829,,
0488-GSLFR,1,Q3,1,Churned,Yes,1,91,3365,Dissatisfaction,Product dissatisfaction
0489-WMEMG,1,Q3,3,Stayed,No,0,70,5237,,
0491-KAPQG,1,Q3,5,Stayed,No,0,39,2071,,
0495-RVCBF,1,Q3,3,Churned,Yes,1,75,2066,Other,Poor expertise of online support
0495-ZBNGW,1,Q3,2,Churned,Yes,1,90,4324,Competitor,Competitor offered more data
0496-AHOOK,1,Q3,3,Stayed,No,0,68,4310,,
0504-HHAPI,1,Q3,3,Churned,Yes,1,96,2420,Other,Don't know
0505-SPOOW,1,Q3,4,Stayed,No,0,30,4500,,
0506-LVNGN,1,Q3,1,Churned,Yes,1,90,4028,Competitor,Competitor had better devices
0506-YLVKJ,1,Q3,3,Stayed,No,0,35,3136,,
0508-OOLTO,1,Q3,3,Joined,No,0,67,3916,,
0508-SQWPL,1,Q3,5,Stayed,No,0,23,5506,,
0511-JTEOY,1,Q3,2,Churned,Yes,1,91,5824,Competitor,Competitor made better offer
0512-FLFDW,1,Q3,5,Stayed,No,0,34,6442,,
0513-RBGPE,1,Q3,3,Stayed,No,0,66,5229,,
0515-YPMCW,1,Q3,1,Churned,Yes,1,90,3525,Competitor,Competitor had better devices
0516-OOHAR,1,Q3,3,Stayed,No,0,50,3411,,
0516-QREYC,1,Q3,5,Stayed,No,0,71,3740,,
0516-UXRMT,1,Q3,3,Stayed,No,0,71,5801,,
0516-VRYBW,1,Q3,3,Churned,Yes,1,85,4931,Attitude,Attitude of support person
0516-WJVXC,1,Q3,1,Churned,Yes,1,78,5476,Dissatisfaction,Network reliability
0519-DRGTI,1,Q3,4,Stayed,No,0,49,2522,,
0519-XUZJU,1,Q3,2,Churned,Yes,1,93,3963,Dissatisfaction,Service dissatisfaction
0520-FDVVT,1,Q3,3,Churned,Yes,1,80,2473,Price,Price too high
0523-VNGTF,1,Q3,3,Stayed,No,0,70,5185,,
0524-IAVZO,1,Q3,2,Churned,Yes,1,90,3698,Other,Don't know
0526-SXDJP,1,Q3,4,Stayed,No,0,29,6091,,
0529-ONKER,1,Q3,3,Churned,Yes,1,96,2099,Attitude,Attitude of support person
0530-IJVDB,1,Q3,4,Stayed,No,0,65,5414,,
0531-XBKMM,1,Q3,3,Stayed,No,0,57,5058,,
0531-ZZJWQ,1,Q3,5,Stayed,No,0,54,4958,,
0533-BNWKF,1,Q3,1,Churned,Yes,1,91,5502,Competitor,Competitor made better offer
0533-UCAAU,1,Q3,5,Stayed,No,0,40,5462,,
0536-ACXIP,1,Q3,3,Stayed,No,0,53,6452,,
0536-BGFMZ,1,Q3,4,Stayed,No,0,41,5145,,
0536-ESJEP,1,Q3,4,Stayed,No,0,59,4544,,
0537-QYZZN,1,Q3,3,Stayed,No,0,36,3412,,
0541-FITGH,1,Q3,3,Joined,No,0,34,5766,,
0547-HURJB,1,Q3,3,Stayed,No,0,70,4001,,
0549-CYCQN,1,Q3,5,Stayed,No,0,59,4673,,
0550-DCXLH,1,Q3,4,Stayed,No,0,65,4645,,
0556-FJEGU,1,Q3,4,Stayed,No,0,58,4474,,
0557-ASKVU,1,Q3,5,Stayed,No,0,33,4948,,
0559-CKHUS,1,Q3,3,Stayed,No,0,77,5758,,
0562-FGDCR,1,Q3,3,Stayed,No,0,25,4703,,
0562-HKHML,1,Q3,4,Stayed,No,0,71,5574,,
0562-KBDVM,1,Q3,3,Stayed,No,0,26,4442,,
0564-JJHGS,1,Q3,2,Churned,Yes,1,90,5007,Dissatisfaction,Limited range of services
0564-MUUQK,1,Q3,3,Stayed,No,0,73,3186,,
